seed,n_trials,n_open,n_covered,p_open,p_covered,mean_reward_total,mean_commit_latency,mean_junction_pause_duration,mean_reorientation_count,p_explore_at_junction,n_commit_bound,n_commit_timeout,p_commit_bound,p_commit_timeout
64,100.0,29.0,71.0,0.29,0.71,0.63,2.48,3.48,0.7,1.0,100.0,0.0,1.0,0.0
65,100.0,26.0,74.0,0.26,0.74,0.73,2.38,3.38,0.52,1.0,100.0,0.0,1.0,0.0
66,100.0,28.0,72.0,0.28,0.72,0.64,2.45,3.45,0.64,1.0,100.0,0.0,1.0,0.0
67,100.0,30.0,70.0,0.3,0.7,0.75,2.35,3.35,0.54,1.0,100.0,0.0,1.0,0.0
68,100.0,30.0,70.0,0.3,0.7,0.73,2.53,3.53,0.76,1.0,100.0,0.0,1.0,0.0
69,100.0,24.0,76.0,0.24,0.76,0.67,2.47,3.47,0.75,1.0,100.0,0.0,1.0,0.0
70,100.0,25.0,75.0,0.25,0.75,0.7,2.48,3.48,0.72,1.0,100.0,0.0,1.0,0.0
71,100.0,27.0,73.0,0.27,0.73,0.74,2.39,3.39,0.6,1.0,100.0,0.0,1.0,0.0
72,100.0,32.0,68.0,0.32,0.68,0.68,2.45,3.45,0.63,1.0,100.0,0.0,1.0,0.0
73,100.0,37.0,63.0,0.37,0.63,0.68,2.46,3.46,0.72,1.0,100.0,0.0,1.0,0.0
74,100.0,27.0,73.0,0.27,0.73,0.7,2.47,3.47,0.69,1.0,100.0,0.0,1.0,0.0
75,100.0,31.0,69.0,0.31,0.69,0.62,2.39,3.39,0.57,1.0,100.0,0.0,1.0,0.0
76,100.0,30.0,70.0,0.3,0.7,0.74,2.41,3.41,0.65,1.0,100.0,0.0,1.0,0.0
77,100.0,36.0,64.0,0.36,0.64,0.65,2.47,3.47,0.71,1.0,100.0,0.0,1.0,0.0
78,100.0,22.0,78.0,0.22,0.78,0.69,2.37,3.37,0.56,1.0,100.0,0.0,1.0,0.0
79,100.0,28.0,72.0,0.28,0.72,0.67,2.54,3.54,0.87,1.0,100.0,0.0,1.0,0.0
80,100.0,28.0,72.0,0.28,0.72,0.69,2.33,3.33,0.44,1.0,100.0,0.0,1.0,0.0
81,100.0,37.0,63.0,0.37,0.63,0.7,2.42,3.42,0.59,1.0,100.0,0.0,1.0,0.0
82,100.0,28.0,72.0,0.28,0.72,0.71,2.46,3.46,0.76,1.0,100.0,0.0,1.0,0.0
83,100.0,27.0,73.0,0.27,0.73,0.74,2.39,3.39,0.61,1.0,100.0,0.0,1.0,0.0
84,100.0,25.0,75.0,0.25,0.75,0.61,2.4,3.4,0.62,1.0,100.0,0.0,1.0,0.0
85,100.0,28.0,72.0,0.28,0.72,0.67,2.49,3.49,0.71,1.0,100.0,0.0,1.0,0.0
86,100.0,26.0,74.0,0.26,0.74,0.69,2.43,3.43,0.66,1.0,100.0,0.0,1.0,0.0
87,100.0,34.0,66.0,0.34,0.66,0.7,2.44,3.44,0.72,1.0,100.0,0.0,1.0,0.0
88,100.0,29.0,71.0,0.29,0.71,0.76,2.46,3.46,0.74,1.0,100.0,0.0,1.0,0.0
89,100.0,27.0,73.0,0.27,0.73,0.67,2.5,3.5,0.74,1.0,100.0,0.0,1.0,0.0
90,100.0,25.0,75.0,0.25,0.75,0.78,2.46,3.46,0.7,1.0,100.0,0.0,1.0,0.0
91,100.0,25.0,75.0,0.25,0.75,0.66,2.53,3.53,0.78,1.0,100.0,0.0,1.0,0.0
